@relation 'Feature Vector'

@attribute SourceMethodLength numeric
@attribute SourceAssignmentCount numeric
@attribute SourceIfCount numeric
@attribute SourceIteratorCount numeric
@attribute SourceSwitchCount numeric
@attribute SourceCaseCount numeric
@attribute SourceReturnCount numeric
@attribute SourceTryStatementCount numeric
@attribute SourceDeclaredVariableCount numeric
@attribute SourceExpressionCount numeric
@attribute SourceDistinctTypeCount numeric
@attribute TargetMethodLength numeric
@attribute TargetAssignmentCount numeric
@attribute TargetIfCount numeric
@attribute TargetIteratorCount numeric
@attribute TargetSwitchCount numeric
@attribute TargetCaseCount numeric
@attribute TargetReturnCount numeric
@attribute TargetTryStatementCount numeric
@attribute TargetDeclaredVariableCount numeric
@attribute TargetExpressionCount numeric
@attribute TargetDistinctTypeCount numeric
@attribute @@class@@ {TYPE1,TYPE2,VST3,ST3,MT3,WT3,nonmatch}

@data
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,5,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,VST3
27,4,0,1,0,0,1,3,5,12,16,27,4,0,1,0,0,1,3,5,12,15,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
10,1,0,0,0,0,0,0,0,8,4,10,1,0,0,0,0,0,0,0,8,4,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
35,5,2,1,0,0,0,2,8,22,8,37,5,2,1,0,0,0,2,8,22,8,VST3
62,6,3,3,0,0,0,3,22,42,13,57,6,3,2,0,0,0,3,18,39,15,ST3
45,5,1,0,0,0,1,5,7,21,9,44,5,1,0,0,0,1,5,7,21,9,VST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
37,1,1,0,0,0,0,1,4,15,13,37,1,1,0,0,0,0,1,4,15,13,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,3,0,0,0,0,1,2,2,12,5,22,3,0,0,0,0,1,2,2,12,4,VST3
11,1,0,2,0,0,1,0,5,4,2,11,1,0,2,0,0,1,0,5,4,2,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
19,2,3,0,0,0,0,1,2,8,5,19,2,3,0,0,0,0,1,2,8,5,VST3
22,3,0,0,0,0,1,2,2,12,4,22,3,0,0,0,0,1,2,2,12,4,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
10,0,0,0,0,0,1,1,2,3,5,10,0,0,0,0,0,1,1,2,3,5,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
35,5,2,1,0,0,0,2,8,22,8,37,5,2,1,0,0,0,2,8,22,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
23,3,0,0,0,0,1,2,2,13,4,22,3,0,0,0,0,1,2,2,12,4,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
20,2,3,0,0,0,0,1,3,9,6,22,2,4,0,0,0,0,1,2,9,5,ST3
15,0,0,0,0,0,0,1,1,9,6,16,0,0,1,0,0,0,1,2,8,7,ST3
10,1,0,2,0,0,1,0,4,3,3,10,1,0,2,0,0,1,0,4,3,3,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
59,2,10,3,0,0,0,1,16,37,13,49,2,10,3,0,0,0,1,11,29,11,ST3
13,2,2,0,0,0,0,1,4,8,7,13,2,2,0,0,0,0,1,2,7,6,ST3
24,2,0,0,0,0,0,1,3,16,7,27,3,0,0,0,0,0,1,3,19,7,ST3
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,2,0,0,0,0,1,0,2,5,5,8,1,0,0,0,0,1,0,2,5,6,ST3
44,1,1,0,0,0,0,6,3,16,7,44,1,1,0,0,0,0,6,3,16,6,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
114,9,11,9,0,0,3,1,29,68,12,114,9,11,9,0,0,3,1,29,68,12,VST3
13,2,2,0,0,0,0,1,4,8,7,13,2,2,0,0,0,0,1,4,8,7,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
10,1,0,1,0,0,0,0,5,8,6,10,1,0,1,0,0,0,0,5,8,6,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,1,0,2,0,0,1,0,2,1,2,8,1,0,2,0,0,1,0,2,1,2,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
114,9,11,9,0,0,3,1,29,68,12,114,9,11,9,0,0,3,1,29,68,12,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
21,2,1,0,0,0,0,1,5,14,5,21,2,1,0,0,0,0,1,5,14,5,VST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
18,0,2,1,0,0,2,0,5,8,6,18,0,2,1,0,0,2,0,5,8,6,ST3
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
62,6,3,3,0,0,0,3,22,42,13,50,6,3,2,0,0,0,3,14,30,8,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
6,0,1,1,0,0,1,0,1,1,2,6,0,1,1,0,0,0,0,1,2,1,ST3
18,2,0,1,0,0,0,1,7,11,10,18,2,0,1,0,0,0,1,7,11,11,ST3
37,1,2,0,0,0,1,1,12,27,12,42,1,2,0,0,0,0,1,15,32,13,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
22,3,0,0,0,0,1,2,2,12,5,22,3,0,0,0,0,1,2,2,12,4,VST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
35,5,2,1,0,0,0,2,8,22,8,35,5,2,1,0,0,0,2,8,22,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
18,1,1,2,0,0,0,0,7,9,7,18,1,1,2,0,0,0,0,7,9,7,TYPE2
44,5,1,0,0,0,1,5,7,21,9,45,5,1,0,0,0,1,5,7,21,9,VST3
42,1,2,0,0,0,0,1,15,32,13,37,1,2,0,0,0,1,1,12,27,12,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
9,2,0,2,0,0,0,0,3,3,2,9,2,0,2,0,0,0,0,3,3,1,VST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
178,2,12,2,0,0,1,0,40,147,23,152,1,10,1,0,0,1,0,35,127,21,ST3
64,0,0,0,0,0,0,2,2,54,12,63,0,0,0,0,0,0,2,2,53,12,VST3
114,9,11,9,0,0,3,1,29,68,12,114,9,11,9,0,0,3,1,29,68,12,VST3
8,2,0,1,0,0,1,0,1,3,1,8,2,0,1,0,0,1,0,1,3,1,ST3
25,1,2,2,0,0,0,1,6,11,9,29,1,3,2,0,0,2,1,6,10,11,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
62,6,3,3,0,0,0,3,22,42,13,50,6,3,2,0,0,0,3,14,30,8,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,16,VST3
8,1,0,2,0,0,1,0,2,1,2,8,1,0,2,0,0,1,0,2,1,2,VST3
22,1,1,1,0,0,2,1,8,12,7,22,1,1,1,0,0,2,1,8,12,7,VST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
17,1,2,1,0,0,0,1,5,8,7,17,1,2,1,0,0,0,1,5,8,7,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,2,0,0,0,0,0,1,3,16,7,27,3,0,0,0,0,0,1,3,19,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
11,1,0,2,0,0,1,0,5,4,2,11,1,0,2,0,0,1,0,5,4,2,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,2,0,0,0,0,1,0,2,5,6,8,2,0,0,0,0,1,0,2,5,5,ST3
11,0,0,0,0,0,0,1,2,6,5,11,0,0,0,0,0,0,1,2,6,5,ST3
7,0,0,0,0,0,0,0,2,5,5,7,0,0,0,0,0,0,0,2,5,5,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,2,2,0,0,0,0,3,2,8,6,25,2,2,0,0,0,0,3,2,8,5,ST3
25,1,2,2,0,0,0,1,6,11,9,21,1,2,2,0,0,0,0,6,10,9,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,VST3
33,0,1,1,0,0,3,1,7,21,8,33,0,1,1,0,0,3,1,7,21,8,VST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
35,5,2,1,0,0,0,2,8,22,8,37,5,2,1,0,0,0,2,8,22,8,VST3
12,0,0,0,0,0,0,0,7,10,20,13,0,0,0,0,0,0,0,7,11,19,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
12,0,0,0,0,0,0,1,2,7,5,11,0,0,0,0,0,0,1,2,6,5,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
7,0,0,0,0,0,1,0,3,4,5,7,0,0,0,0,0,1,0,3,4,5,ST3
15,0,2,1,0,0,1,1,4,6,6,15,0,2,1,0,0,1,1,4,6,6,TYPE2
41,2,5,0,0,0,0,4,4,14,8,39,2,5,0,0,0,0,4,3,12,5,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
13,0,2,1,0,0,1,0,2,3,3,13,0,2,1,0,0,1,0,2,3,3,VST3
35,5,2,1,0,0,0,2,8,22,8,35,5,2,1,0,0,0,2,8,22,8,VST3
35,5,2,1,0,0,0,2,8,22,8,36,5,2,1,0,0,0,2,8,22,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
33,5,2,1,0,0,0,2,8,20,8,35,5,2,1,0,0,0,2,8,22,8,VST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
12,0,2,0,0,0,0,1,2,5,6,12,0,2,0,0,0,0,1,2,5,5,VST3
17,1,1,1,0,0,1,1,4,7,8,16,1,1,1,0,0,1,1,5,8,8,ST3
10,1,0,2,0,0,1,0,3,3,2,9,1,0,2,0,0,1,0,3,2,2,ST3
13,0,2,1,0,0,1,0,2,3,3,11,0,1,1,0,0,0,0,2,4,3,ST3
100,35,0,0,1,5,17,4,10,45,17,100,35,0,0,1,5,17,4,10,45,17,TYPE2
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
13,2,2,0,0,0,0,1,4,8,9,13,2,2,0,0,0,0,1,2,7,6,ST3
24,2,0,1,0,0,1,2,5,11,8,23,3,0,1,0,0,1,2,4,11,7,ST3
14,1,0,1,0,0,2,1,4,7,6,17,1,1,1,0,0,3,1,4,7,6,ST3
9,1,0,1,0,0,0,0,4,7,8,10,1,0,1,0,0,0,0,5,8,10,ST3
10,1,0,1,0,0,0,0,5,8,6,10,1,0,1,0,0,0,0,4,8,5,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
24,1,2,1,0,0,2,1,6,14,10,24,1,2,1,0,0,2,1,6,14,11,VST3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
26,3,4,1,0,0,0,1,11,19,9,27,3,4,1,0,0,0,1,12,20,9,VST3
50,6,3,2,0,0,0,3,14,30,8,50,6,3,2,0,0,0,3,14,30,8,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
13,0,2,1,0,0,1,0,2,3,3,13,0,2,1,0,0,1,0,2,3,3,VST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
37,1,2,0,0,0,1,1,12,27,12,42,1,2,0,0,0,0,1,15,32,13,ST3
32,6,0,0,0,0,0,1,3,24,7,24,2,0,0,0,0,0,1,3,16,7,ST3
9,0,0,0,0,0,0,1,1,3,5,11,1,0,0,0,0,0,1,2,5,8,ST3
6,2,2,0,0,0,1,0,0,3,1,8,2,2,0,0,0,1,0,2,5,2,ST3
15,3,3,0,0,0,1,0,3,7,3,15,3,3,0,0,0,1,0,3,7,3,VST3
29,1,3,2,0,0,2,1,6,10,11,28,1,3,2,0,0,2,1,6,10,10,ST3
19,2,3,0,0,0,0,1,2,8,5,22,2,4,0,0,0,0,1,2,9,5,ST3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
11,1,0,2,0,0,1,0,5,4,2,11,1,0,2,0,0,1,0,5,4,2,ST3
114,9,11,9,0,0,3,1,29,68,12,114,9,11,9,0,0,3,1,29,68,12,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,2,1,0,0,0,3,2,1,7,3,22,2,1,0,0,0,3,2,1,7,3,VST3
15,3,3,0,0,0,1,0,3,7,3,15,3,3,0,0,0,1,0,3,7,3,VST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
10,1,0,0,0,0,1,1,1,4,4,10,1,0,0,0,0,1,1,2,4,3,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
12,0,2,0,0,0,0,1,2,5,6,12,0,2,0,0,0,0,1,2,5,5,VST3
37,5,2,1,0,0,0,2,8,22,8,35,5,2,1,0,0,0,2,8,22,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,16,27,4,0,1,0,0,1,3,5,12,15,VST3
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,6,VST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
37,1,2,0,0,0,1,1,9,22,16,37,1,2,0,0,0,1,1,9,22,16,VST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
32,6,0,0,0,0,0,1,3,24,7,24,2,0,0,0,0,0,1,3,16,7,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
7,0,0,0,0,0,0,0,2,5,5,7,0,0,0,0,0,0,0,2,5,5,TYPE2
8,1,0,2,0,0,1,0,2,1,2,8,1,0,2,0,0,1,0,2,1,2,VST3
11,1,0,2,0,0,1,0,5,4,2,11,1,0,2,0,0,1,0,5,4,2,ST3
27,3,0,0,0,0,0,1,3,19,7,24,2,0,0,0,0,0,1,3,16,7,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
16,2,0,3,0,0,1,0,8,7,4,16,2,0,3,0,0,1,0,8,7,4,VST3
9,1,0,1,0,0,0,0,4,7,8,9,1,0,1,0,0,0,0,4,7,8,TYPE2
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,6,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
17,1,3,0,0,0,0,1,2,6,5,17,1,3,0,0,0,0,1,2,6,5,VST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
20,2,3,0,0,0,0,1,3,9,6,19,2,3,0,0,0,0,1,2,8,5,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
16,3,1,2,0,0,1,0,6,7,4,16,3,1,2,0,0,1,0,6,7,4,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
21,1,2,2,0,0,0,0,6,10,9,27,1,3,2,0,0,0,0,6,13,9,ST3
8,2,1,1,0,0,1,0,2,3,2,8,2,1,1,0,0,1,0,2,3,2,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
11,0,0,0,0,0,0,1,3,5,8,11,1,0,0,0,0,0,1,2,5,8,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
20,0,2,0,0,0,1,0,7,15,13,20,0,2,0,0,0,1,0,7,15,13,TYPE2
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
16,5,3,1,0,0,1,0,8,12,8,16,5,3,1,0,0,1,0,8,12,8,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
38,5,12,1,0,0,1,3,8,15,7,43,5,14,1,0,0,0,3,10,19,9,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
24,2,0,0,0,0,0,1,3,16,7,32,6,0,0,0,0,0,1,3,24,7,ST3
27,4,0,1,0,0,1,3,5,12,15,21,4,0,1,0,0,1,1,5,12,14,ST3
32,4,2,2,0,0,0,0,8,20,13,34,4,2,2,0,0,0,0,10,22,16,VST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
43,24,3,9,0,0,0,0,11,24,2,43,24,3,9,0,0,0,0,11,24,2,VST3
13,2,2,0,0,0,0,1,2,7,6,12,0,2,0,0,0,0,1,2,5,5,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
35,5,2,1,0,0,0,2,8,22,8,35,5,2,1,0,0,0,2,8,22,8,TYPE2
7,0,1,0,0,0,0,0,1,3,2,7,0,1,0,0,0,0,0,1,3,2,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,5,TYPE2
16,1,0,0,0,0,1,2,3,5,7,16,1,0,0,0,0,1,2,3,5,5,ST3
14,1,0,0,0,0,1,2,3,5,6,14,1,0,0,0,0,1,2,3,5,5,VST3
35,5,2,1,0,0,0,2,8,22,8,33,5,2,1,0,0,0,2,8,20,8,VST3
18,0,2,1,0,0,2,0,5,8,6,18,0,2,1,0,0,2,0,5,8,6,VST3
13,0,2,1,0,0,0,0,2,4,2,15,0,3,1,0,0,0,0,2,4,2,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
39,4,13,1,0,0,0,3,8,23,7,43,5,13,1,0,0,0,3,10,19,9,ST3
62,6,3,3,0,0,0,3,22,42,13,57,6,3,2,0,0,0,3,18,39,15,ST3
62,6,3,3,0,0,0,3,22,42,13,57,6,3,2,0,0,0,3,18,39,15,ST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
